wl,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44
1.435,0.134372822,10.48262195,0.458423345,9.888722125,3.683440767,3.942761324,3.387948084,0,1.95,0,1.3525,0.0864,2.2557,0.0201,1.7048,6.8544,2.8657,0,2.8129,0,3.56736,2.04E-06,3.9622,0,4.5742,5.1345,-7054.841776,-5.467026055,1.826840333,9.23E-05,1.996948935,0,2.191077825,1.389073235,2.000135743,0,-0.130372524,-0.522993528,3.682065869,-5.33E-14,3.132794879,1.01E-14,0.121899441,-0.075212307
1.44,0.134872685,10.52635995,0.461672454,9.930985532,3.682690972,3.954508102,3.387240278,0,1.95,0,1.3467,0.0876,2.255,0.0175,1.7014,6.887,2.8637,0,2.8122,0,3.56736,1.97E-06,3.9622,0,4.5831,5.1424,-7286.080414,-5.646098497,1.826744906,9.20E-05,1.996895279,0,2.18027483,1.394134552,1.999845059,0,-0.167532115,-0.539753532,3.681360989,-4.18E-14,3.132316634,7.95E-15,0.093719093,-0.077398484
1.445,0.135369089,10.56979527,0.464899077,9.972956459,3.681946367,3.966173587,3.38653737,0,1.95,0,1.3409,0.0888,2.2544,0.015,1.6978,6.9195,2.8619,0,2.8116,0,3.56736,1.90E-06,3.9622,0,4.592,5.1504,-7522.31509,-5.829039335,1.826651078,9.14E-05,1.996841875,0,2.167010881,1.401907139,1.999619319,0,-0.205316881,-0.556938368,3.680664042,-3.00E-14,3.131843722,5.70E-15,0.065085495,-0.079636437
1.45,0.135862069,10.61293103,0.468103448,10.01463793,3.681206897,3.977758621,3.38583931,0,1.95,0,1.3351,0.09,2.2537,0.0127,1.6938,6.952,2.8605,0,2.8111,0,3.56736,1.83E-06,3.9622,0,4.6009,5.1583,-7763.599198,-6.015889909,1.826559094,9.02E-05,1.996789763,0,2.150811108,1.411394315,1.999469557,0,-0.243734099,-0.574553971,3.67997489,-1.83E-14,3.131376052,3.48E-15,0.035993438,-0.081926861
1.455,0.136351661,10.65577033,0.471285796,10.05603293,3.680472509,3.989264032,3.385146048,0,1.95,0,1.3292,0.0912,2.2531,0.0105,1.6896,6.9844,2.86,0,2.8106,0,3.56736,1.76E-06,3.9622,0,4.6097,5.1662,-8009.986134,-6.206691559,1.826467616,9.01E-05,1.996739064,0,2.132093976,1.421597336,1.999406807,0,-0.282791048,-0.592606273,3.679293394,-7.30E-15,3.13091353,1.39E-15,0.006437714,-0.084270455
1.46,0.1368379,10.69831621,0.474446347,10.09714441,3.679743151,4.000690639,3.384473973,0,1.95,0,1.3233,0.0925,2.2526,0.0084,1.6852,7.0169,2.86,0,2.8102,0,3.56736,1.70E-06,3.9622,0,4.6186,5.1741,-8261.529293,-6.401485625,1.826378787,8.94E-05,1.996687758,0,2.112785666,1.431517457,1.999442103,0,-0.322495006,-0.611101211,3.678619414,2.53E-15,3.130456065,-4.82E-16,-0.023586884,-0.086667915
1.465,0.137320819,10.74057167,0.477585324,10.13797526,3.679018771,4.012039249,3.383836519,0,1.95,0,1.3173,0.0938,2.252,0.0066,1.6806,7.0493,2.86,0,2.8099,0,3.56736,1.65E-06,3.9622,0,4.6274,5.182,-8518.28207,-6.600313447,1.826289069,8.90E-05,1.996636753,0,2.094957585,1.440156173,1.999586482,0,-0.362853251,-0.630044716,3.677952828,1.09E-14,3.130003574,-2.07E-15,-0.054085565,-0.089119939
1.47,0.137800454,10.78253968,0.480702948,10.17852834,3.67829932,4.023310658,3.383203401,0,1.95,0,1.3113,0.0951,2.2515,0.0049,1.6759,7.0816,2.86,0,2.8097,0,3.56736,1.59E-06,3.9622,0,4.6362,5.1899,-8780.29786,-6.803216364,1.826208695,8.86E-05,1.99659111,0,2.080428256,1.446897456,1.999850976,0,-0.403873063,-0.649442724,3.677293545,1.78E-14,3.129555998,-3.39E-15,-0.085063536,-0.091627225
1.475,0.138276836,10.82422316,0.483799435,10.2188065,3.677584746,4.03450565,3.382574576,0,1.95,0,1.3052,0.0964,2.2511,0.0035,1.6712,7.1139,2.86,0,2.8096,0,3.56736,1.55E-06,3.9622,0,4.645,5.1977,-9047.630058,-7.010235716,1.826095602,8.72E-05,1.996529245,0,2.06930899,1.452283819,2.00024662,0,-0.445561719,-0.669301168,3.676641476,2.34E-14,3.129113276,-4.45E-15,-0.116526006,-0.094190469
1.48,0.13875,10.865625,0.486875,10.2588125,3.676875,4.045625,3.38195,0,1.95,0,1.2991,0.0977,2.2507,0.0023,1.6665,7.1461,2.86,0,2.8097,0,3.56736,1.51E-06,3.9622,0,4.6538,5.2056,-9320.332059,-7.221412845,1.826002425,8.70E-05,1.996476993,0,2.061004921,1.4570763,2.00078445,0,-0.487926497,-0.689625982,3.675996533,2.77E-14,3.128675351,-5.27E-15,-0.148478183,-0.096810369
1.485,0.139219978,10.90674804,0.489929854,10.2985491,3.676170034,4.056669473,3.38132963,0,1.95,0,1.293,0.0991,2.2504,0.0013,1.6618,7.1783,2.86,0,2.8098,0,3.56736,1.49E-06,3.9622,0,4.6626,5.2134,-9598.457258,-7.436789088,1.825923339,8.63E-05,1.996432784,0,2.054918937,1.462035937,2.001475499,0,-0.530974677,-0.7104231,3.675358627,3.08E-14,3.128242162,-5.86E-15,-0.180925274,-0.099487623
1.49,0.139686801,10.94759508,0.492964206,10.33801902,3.675469799,4.067639821,3.380713423,0,1.95,0,1.2868,0.1004,2.2502,0.0006,1.6573,7.2103,2.86,0,2.8101,0,3.56736,1.47E-06,3.9622,0,4.6713,5.2212,-9882.05905,-7.656405788,1.825838781,8.60E-05,1.996384274,0,2.050453926,1.467923765,2.002330802,0,-0.574713535,-0.731698457,3.674727669,3.28E-14,3.127813652,-6.25E-15,-0.213872487,-0.102222927
1.495,0.140150502,10.9881689,0.495978261,10.37722492,3.674774247,4.078536789,3.380101338,0,1.95,0,1.2806,0.1018,2.25,0.0002,1.6529,7.2423,2.86,0,2.8104,0,3.56736,1.46E-06,3.9622,0,4.6801,5.2291,-10171.19083,-7.880304282,1.825765413,8.54E-05,1.996344512,0,2.047012776,1.47550079,2.003361394,0,-0.619150352,-0.753457987,3.674103571,3.38E-14,3.127389762,-6.43E-15,-0.247325031,-0.10501698
1.5,0.140611111,11.02847222,0.498972222,10.41616944,3.674083333,4.089361111,3.379493333,0,1.95,0,1.2743,0.1033,2.25,0,1.6488,7.2741,2.86,0,2.811,0,3.56736,1.44E-06,3.9622,0,4.6888,5.2369,-10465.90599,-8.108525912,1.825659471,8.50E-05,1.996284787,0,2.043998374,1.485237907,2.004578308,0,-0.664292405,-0.775707622,3.673486244,3.38E-14,3.126970431,-6.44E-15,-0.281288114,-0.107870477
1.505,0.14106866,11.06850775,0.50194629,10.4548552,3.67339701,4.100113511,3.378889369,0,1.95,0,1.268,0.1047,2.25,0,1.6449,7.3058,2.86,0,2.8116,0,3.56736,1.41E-06,3.9622,0,4.6975,5.2447,-10766.25794,-8.341112017,1.825572907,8.42E-05,1.996236982,0,2.040829779,1.496610541,2.005992581,0,-0.710146972,-0.798453298,3.672875601,3.30E-14,3.126555603,-6.28E-15,-0.315766944,-0.110784118
1.51,0.141523179,11.10827815,0.504900662,10.49328477,3.672715232,4.110794702,3.378289404,0,1.95,0,1.2617,0.1062,2.25,0,1.6413,7.3374,2.86,0,2.8124,0,3.56736,1.39E-06,3.9622,0,4.7062,5.2525,-11072.30005,-8.578103938,1.825498069,8.40E-05,1.996196487,0,2.037253102,1.508880767,2.007615245,0,-0.756721331,-0.821700948,3.672271551,3.14E-14,3.126145217,-5.97E-15,-0.350766728,-0.113758598
1.515,0.141974697,11.14778603,0.507835534,10.53146067,3.672037954,4.121405391,3.377693399,0,1.95,0,1.2553,0.1077,2.25,0,1.6381,7.3688,2.86,0,2.8134,0,3.56736,1.36E-06,3.9622,0,4.7148,5.2602,-11384.08573,-8.819543013,1.82542772,8.34E-05,1.996157779,0,2.033318402,1.521310664,2.009457336,0,-0.804022762,-0.845456507,3.671674008,2.91E-14,3.125739215,-5.53E-15,-0.386292675,-0.116794616
1.52,0.142423246,11.18703399,0.510751096,10.56938542,3.671365132,4.131946272,3.377101316,0,1.95,0,1.2488,0.1092,2.25,0,1.6352,7.4,2.86,0,2.8145,0,3.56736,1.33E-06,3.9622,0,4.7235,5.268,-11701.66838,-9.065470584,1.825328922,8.30E-05,1.996102022,0,2.02908727,1.533162431,2.011529889,0,-0.852058543,-0.869725907,3.671082882,2.61E-14,3.125337537,-4.97E-15,-0.422349992,-0.119892869
1.525,0.142868852,11.22602459,0.513647541,10.60706148,3.670696721,4.142418033,3.376513115,0,1.95,0,1.2423,0.1107,2.25,0,1.6324,7.431,2.86,0,2.8158,0,3.56736,1.28E-06,3.9622,0,4.7321,5.2757,-12025.10138,-9.315927989,1.825243651,8.23E-05,1.996055227,0,2.024621302,1.543880126,2.013843937,0,-0.900835951,-0.894515085,3.670498085,2.26E-14,3.124940126,-4.30E-15,-0.458943888,-0.123054053
1.53,0.143311547,11.26476035,0.516525054,10.64449129,3.67003268,4.152821351,3.375928758,0,1.95,0,1.2357,0.1123,2.25,0,1.6298,7.4617,2.86,0,2.8173,0,3.56736,1.23E-06,3.9622,0,4.7408,5.2835,-12354.43814,-9.57095657,1.825182364,8.21E-05,1.996020945,0,2.019982091,1.553454061,2.016410515,0,-0.950362266,-0.919829972,3.669919528,1.87E-14,3.124546922,-3.55E-15,-0.496079571,-0.126278867
1.535,0.143751357,11.30324376,0.519383822,10.68167725,3.669372964,4.163156895,3.375348208,0,1.95,0,1.2291,0.1139,2.25,0,1.6274,7.4924,2.86,0,2.8173,0,3.56736,1.18E-06,3.9622,0,4.7494,5.2912,-12689.73205,-9.830597665,1.825085987,8.13E-05,1.99597012,0,2.01523123,1.561976688,2.019240658,0,-1.000644765,-0.945676504,3.669347123,1.43E-14,3.124157865,-2.73E-15,-0.533762249,-0.129568008
1.54,0.144188312,11.34147727,0.522224026,10.71862175,3.668717532,4.173425325,3.374771429,0,1.95,0,1.2225,0.1155,2.25,0,1.6251,7.5229,2.86,0,2.8173,0,3.56736,1.11E-06,3.9622,0,4.758,5.2989,-13031.0365,-10.09489262,1.825003742,8.10E-05,1.995924027,0,2.010430313,1.569540771,2.0223454,0,-1.051690727,-0.972060614,3.668780781,9.68E-15,3.123772899,-1.84E-15,-0.571997129,-0.132922172
1.545,0.144622438,11.37946332,0.525045847,10.75532713,3.668066343,4.183627292,3.374198382,0,1.95,0,1.2157,0.1172,2.25,0,1.6228,7.5534,2.86,0,2.8173,0,3.56736,1.03E-06,3.9622,0,4.7665,5.3066,-13378.40489,-10.36388276,1.824945984,8.05E-05,1.995891226,0,2.005640934,1.576275355,2.025735776,0,-1.10350743,-0.998988236,3.668220414,4.81E-15,3.123391962,-9.15E-16,-0.61078942,-0.136342059
1.55,0.145053763,11.4172043,0.527849462,10.7917957,3.667419355,4.193763441,3.373634839,0,1.95,0,1.209,0.1189,2.25,0,1.6206,7.5838,2.86,0,2.8173,0,3.56736,9.55E-07,3.9622,0,4.7751,5.3143,-13731.89061,-10.63760944,1.824854505,8.00E-05,1.995840957,0,2.000924686,1.582378934,2.02942282,0,-1.156102153,-1.026465305,3.667665933,-2.02E-16,3.123014997,3.85E-17,-0.650144329,-0.139828363
1.555,0.145482315,11.45470257,0.530635048,10.82802974,3.666776527,4.203834405,3.373115434,0,1.95,0,1.2021,0.1206,2.25,0,1.6184,7.6142,2.86,0,2.8173,0,3.56736,8.93E-07,3.9622,0,4.7837,5.322,-14091.54706,-10.91611399,1.8247796,7.94E-05,1.995800457,0,1.996343162,1.588057843,2.033417568,0,-1.209482175,-1.054497754,3.667117249,-5.28E-15,3.122641944,1.00E-15,-0.690067066,-0.143381784
1.56,0.14590812,11.49196047,0.533402778,10.86403152,3.666137821,4.213840812,3.372599359,0,1.95,0,1.1953,0.1224,2.25,0,1.6161,7.6446,2.86,0,2.8173,0,3.56736,8.43E-07,3.9622,0,4.7922,5.3297,-14457.42763,-11.19943776,1.824695229,7.90E-05,1.995754038,0,1.991957958,1.593518418,2.037731052,0,-1.263654772,-1.083091518,3.666574275,-1.03E-14,3.122272745,1.97E-15,-0.730562837,-0.147003019
1.565,0.146331203,11.5289803,0.536152822,10.89980325,3.665503195,4.22378328,3.372086581,0,1.95,0,1.1884,0.1242,2.25,0,1.6138,7.6751,2.86,0,2.8173,0,3.56736,7.99E-07,3.9622,0,4.8007,5.3373,-14829.58572,-11.48762209,1.82462312,7.83E-05,1.995715211,0,1.987830666,1.598966995,2.042374309,0,-1.318627224,-1.11225253,3.666036922,-1.53E-14,3.121907341,2.91E-15,-0.771636851,-0.150692764
1.57,0.146751592,11.56576433,0.53888535,10.93534713,3.664872611,4.23366242,3.37157707,0,1.95,0,1.1814,0.126,2.25,0,1.6114,7.7058,2.86,0,2.8173,0,3.56736,7.59E-07,3.9622,0,4.8092,5.345,-15208.07473,-11.7807083,1.824539137,7.80E-05,1.995668517,0,1.984021859,1.604609909,2.047358372,0,-1.374406809,-1.141986724,3.6655051,-2.01E-14,3.121545673,3.82E-15,-0.813294315,-0.154451717
1.575,0.147169312,11.60231481,0.541600529,10.97066534,3.664246032,4.243478836,3.371070794,0,1.95,0,1.1744,0.1278,2.25,0,1.6088,7.7365,2.86,0,2.8173,0,3.56736,7.21E-07,3.9622,0,4.8177,5.3526,-15592.94804,-12.07873776,1.824470623,7.74E-05,1.995631066,0,1.980566565,1.610653496,2.052694276,0,-1.431000806,-1.172300034,3.664978723,-2.46E-14,3.121187682,4.68E-15,-0.855540439,-0.158280575
1.58,0.147584388,11.63863397,0.544298523,11.00576002,3.663623418,4.253233122,3.370567722,0,1.95,0,1.1673,0.1297,2.25,0,1.6061,7.7675,2.86,0,2.8173,0,3.56736,6.86E-07,3.9622,0,4.8262,5.3603,-15984.25906,-12.38175178,1.824388682,7.69E-05,1.995586977,0,1.977473057,1.617304091,2.058393055,0,-1.488416492,-1.203198395,3.6644577,-2.88E-14,3.120833308,5.47E-15,-0.898380429,-0.162180036
1.585,0.147996845,11.67472397,0.546979495,11.04063328,3.663004732,4.262925868,3.370067823,0,1.95,0,1.1602,0.1316,2.25,0,1.6032,7.7986,2.86,0,2.8173,0,3.56736,6.53E-07,3.9622,0,4.8346,5.3679,-16382.06118,-12.68979172,1.824322427,7.72E-05,1.995550211,0,1.974748346,1.624768031,2.064465744,0,-1.546661147,-1.23468774,3.663941944,-3.25E-14,3.120482494,6.19E-15,-0.941819494,-0.166150798
1.59,0.148406709,11.710587,0.549643606,11.07528721,3.662389937,4.272557652,3.369571069,0,1.95,0,1.153,0.1335,2.25,0,1.6,7.83,2.86,0,2.8173,0,3.56736,6.23E-07,3.9622,0,4.8431,5.3755,-16786.40779,-13.00289892,1.82424381,7.63E-05,1.995508719,0,1.972399444,1.63325165,2.070923378,0,-1.605742048,-1.266774004,3.663431365,-3.58E-14,3.12013518,6.81E-15,-0.985862841,-0.170193557
1.595,0.148814002,11.74622518,0.552291014,11.10972388,3.661778997,4.282129049,3.369077429,0,1.95,0,1.1458,0.1355,2.25,0,1.5964,7.8616,2.86,0,2.8173,0,3.56736,5.95E-07,3.9622,0,4.8515,5.3831,-17197.35229,-13.32111471,1.824177032,7.60E-05,1.995471479,0,1.970433363,1.642961285,2.077776991,0,-1.665666474,-1.299463119,3.662925877,-3.84E-14,3.119791308,7.31E-15,-1.03051568,-0.17430901
1.6,0.14921875,11.78164063,0.554921875,11.14394531,3.661171875,4.291640625,3.368586875,0,1.95,0,1.1385,0.1375,2.25,0,1.5924,7.8935,2.86,0,2.8173,0,3.56736,5.67E-07,3.9622,0,4.8599,5.3907,-17614.94807,-13.64448043,1.824102837,7.54E-05,1.995432803,0,1.968857113,1.654103181,2.085037618,0,-1.726441703,-1.332761022,3.662425389,-4.04E-14,3.119450818,7.70E-15,-1.075783217,-0.178497856
1.605,0.149620976,11.81683541,0.557536345,11.17795353,3.660568536,4.301092939,3.368099377,0,1.95,0,1.1311,0.1396,2.25,0,1.5879,7.9255,2.86,0,2.8173,0,3.56736,5.41E-07,3.9622,0,4.8683,5.3983,-18039.24853,-13.97303743,1.824035304,7.50E-05,1.995398366,0,1.967677707,1.666627847,2.092716292,0,-1.788075014,-1.366673644,3.661929814,-4.17E-14,3.119113651,7.94E-15,-1.121670661,-0.182760791
1.61,0.150086001,11.85213091,0.560344004,11.21245581,3.660047778,4.310697563,3.367614907,0,1.95,0,1.1237,0.1417,2.25,0,1.5832,7.9577,2.86,0,2.8173,0,3.56736,5.18E-07,3.9622,0,4.8767,5.4058,-18470.30706,-14.30682704,1.8239699,7.45E-05,1.995362171,0,1.966902155,1.679669291,2.10082405,0,-1.850573684,-1.401206921,3.661439062,-4.22E-14,3.118779749,8.02E-15,-1.16818322,-0.187098512
1.615,0.151736128,11.89301739,0.566944511,11.25957609,3.660964515,4.324081924,3.367133437,0,1.95,0,1.1162,0.1438,2.2499,0,1.5781,7.99,2.86,0,2.8173,0,3.56736,5.00E-07,3.9622,0,4.8851,5.4134,-18908.17707,-14.64589061,1.823880029,7.39E-05,1.995313486,0,1.96653747,1.692202914,2.109371924,0,-1.913944993,-1.436366786,3.660953046,-4.17E-14,3.118449053,7.93E-15,-1.215326102,-0.191511718
1.62,0.153376068,11.93365147,0.573504274,11.30640551,3.661875594,4.337383666,3.366654938,0,1.95,0,1.1087,0.146,2.2498,0,1.5728,8.0224,2.86,0,2.8173,0,3.56736,4.86E-07,3.9622,0,4.8934,5.4209,-19352.91194,-14.99026947,1.823820513,7.42E-05,1.995282929,0,1.966590663,1.703578285,2.11837095,0,-1.978196219,-1.472159174,3.660471677,-4.03E-14,3.118121503,7.66E-15,-1.263104515,-0.196001106
1.625,0.155005917,11.9740355,0.580023669,11.35294675,3.662781065,4.35060355,3.366179385,0,1.95,0,1.1011,0.1483,2.2497,0,1.5674,8.055,2.86,0,2.8173,0,3.56736,4.76E-07,3.9622,0,4.9018,5.4285,-19804.56506,-15.34000496,1.82375448,7.34E-05,1.99524734,0,1.967068745,1.713819608,2.127832162,0,-2.04333464,-1.508590018,3.659994867,-3.77E-14,3.117797042,7.18E-15,-1.311523667,-0.200567372
1.63,0.156625767,12.01417178,0.586503067,11.39920245,3.663680982,4.363742331,3.365706748,0,1.95,0,1.0935,0.1506,2.2496,0,1.5619,8.0876,2.86,0,2.8173,0,3.56736,4.65E-07,3.9622,0,4.9101,5.436,-20263.18984,-15.69513842,1.823669168,7.30E-05,1.995201092,0,1.967978728,1.723021793,2.137766595,0,-2.109367534,-1.545665252,3.659522526,-3.41E-14,3.117475609,6.49E-15,-1.360588765,-0.205211214
1.635,0.158235709,12.05406257,0.592942837,11.44517525,3.664575394,4.376800753,3.365237003,0,1.95,0,1.0857,0.1529,2.2494,0,1.5564,8.1202,2.86,0,2.8173,0,3.56736,4.53E-07,3.9622,0,4.9184,5.4435,-20728.83967,-16.0557112,1.823613252,7.24E-05,1.995170869,0,1.969327623,1.731279752,2.148185284,0,-2.176302179,-1.583390811,3.659054566,-2.92E-14,3.117157147,5.56E-15,-1.410305019,-0.20993333
1.64,0.159835835,12.09371013,0.59934334,11.49086773,3.665464353,4.38977955,3.364770122,0,1.95,0,1.0779,0.1553,2.2493,0,1.551,8.1528,2.86,0,2.8173,0,3.56736,4.35E-07,3.9622,0,4.9267,5.451,-21201.56795,-16.42176464,1.823549444,7.19E-05,1.99513642,0,1.971122441,1.738706244,2.159099262,0,-2.244145855,-1.621772628,3.658590899,-2.30E-14,3.116841596,4.38E-15,-1.460677635,-0.214734416
1.645,0.161426233,12.13311667,0.605704933,11.53628244,3.666347907,4.402679448,3.364306079,0,1.95,0,1.0701,0.1578,2.2491,0,1.5456,8.1855,2.86,0,2.8173,0,3.56736,4.12E-07,3.9622,0,4.935,5.4585,-21681.42806,-16.79334007,1.823467456,7.21E-05,1.995094409,0,1.973370195,1.745494521,2.170519564,0,-2.312905839,-1.660816637,3.658131437,-1.55E-14,3.116528897,2.94E-15,-1.511711822,-0.219615171
1.65,0.163006993,12.17228438,0.612027972,11.58142191,3.667226107,4.415501166,3.363844848,0,1.95,0,1.0621,0.1603,2.2489,0,1.5405,8.2181,2.86,0,2.8173,0,3.56736,3.89E-07,3.9622,0,4.9433,5.466,-22168.47341,-17.17047883,1.823413093,7.14E-05,1.995065306,0,1.976077896,1.751860519,2.182457225,0,-2.382589411,-1.700528773,3.65767609,-6.42E-15,3.116218992,1.22E-15,-1.563412788,-0.224576291
1.655,0.164578201,12.21121543,0.618312805,11.62628864,3.668099001,4.42824541,3.363403323,0,1.95,0,1.0541,0.1629,2.2487,0,1.5356,8.2507,2.86,0,2.8173,0,3.56736,3.71E-07,3.9622,0,4.9515,5.4735,-22662.75738,-17.55322226,1.823352703,7.10E-05,1.99503217,0,1.979252727,1.758020172,2.19492328,0,-2.453203847,-1.740914969,3.657224771,4.17E-15,3.115911821,-7.93E-16,-1.615785741,-0.229618474
1.66,0.166139944,12.24991196,0.624559778,11.67088508,3.668966636,4.440912882,3.362983735,0,1.95,0,1.046,0.1655,2.2485,0,1.5311,8.2832,2.86,0,2.8173,0,3.56736,3.63E-07,3.9622,0,4.9598,5.4809,-23164.33338,-17.94161171,1.82327649,7.04E-05,1.994992687,0,1.98297051,1.764189416,2.207928762,0,-2.524756426,-1.78198116,3.65677739,1.64E-14,3.115607326,-3.12E-15,-1.668835889,-0.234742417
1.665,0.167692308,12.28837607,0.630769231,11.71521368,3.66982906,4.453504274,3.362566667,0,1.95,0,1.0378,0.1682,2.2482,0,1.5269,8.3156,2.86,0,2.8173,0,3.56736,3.57E-07,3.9622,0,4.968,5.4884,-23673.2548,-18.33568851,1.823201405,6.99E-05,1.994952919,0,1.987480087,1.770584187,2.221484707,0,-2.597254428,-1.823733278,3.656333859,3.03E-14,3.115305447,-5.77E-15,-1.72256844,-0.239948817
1.67,0.169235375,12.32660986,0.636941502,11.75927683,3.67068632,4.466020267,3.362152096,0,1.95,0,1.0296,0.1709,2.248,0,1.5232,8.3479,2.86,0,2.8173,0,3.56736,3.52E-07,3.9622,0,4.9762,5.4958,-24189.57504,-18.735494,1.823149703,7.02E-05,1.994924031,0,1.993057137,1.77742042,2.235602148,0,-2.67070513,-1.86617726,3.65589409,4.60E-14,3.115006126,-8.76E-15,-1.776988602,-0.245238373
1.675,0.170769231,12.36461538,0.643076923,11.80307692,3.671538462,4.478461538,3.36174,0,1.95,0,1.0212,0.1737,2.2477,0,1.52,8.38,2.86,0,2.8173,0,3.56736,3.49E-07,3.9622,0,4.9844,5.5033,-24713.34748,-19.14106953,1.823093335,6.95E-05,1.99489417,0,1.999977341,1.784903911,2.250292121,0,-2.74511581,-1.909319037,3.655457994,6.36E-14,3.114709304,-1.21E-14,-1.832101583,-0.25061178
1.68,0.172293956,12.40239469,0.649175824,11.8466163,3.672385531,4.490828755,3.361330357,0,1.95,0,1.0128,0.1766,2.2474,0,1.5172,8.412,2.86,0,2.8173,0,3.56736,3.48E-07,3.9622,0,4.9926,5.5107,-25244.62553,-19.55245643,1.823020206,6.90E-05,1.99485632,0,2.008516377,1.792936322,2.265565661,0,-2.820493748,-1.953164545,3.655025483,8.31E-14,3.114414923,-1.58E-14,-1.887912591,-0.256069737
1.685,0.173809633,12.43994978,0.65523853,11.88989728,3.673227574,4.503122575,3.360923145,0,1.95,0,1.0043,0.1795,2.2472,0,1.5145,8.444,2.86,0,2.8173,0,3.56736,3.48E-07,3.9622,0,5.0008,5.5181,-25783.46257,-19.96969604,1.822951918,6.83E-05,1.99482256,0,2.018949926,1.801069641,2.2814338,0,-2.89684622,-1.997719718,3.654596468,1.05E-13,3.114122922,-1.99E-14,-1.944426833,-0.261612941
1.69,0.17531634,12.47728266,0.661265362,11.93292217,3.674064634,4.51534365,3.360518343,0,1.95,0,0.9957,0.1825,2.2469,0,1.512,8.476,2.86,0,2.8173,0,3.56736,3.48E-07,3.9622,0,5.009,5.5255,-26329.91201,-20.39282971,1.822881027,6.79E-05,1.994784446,0,2.031553667,1.808836552,2.297907575,0,-2.974180507,-2.042990488,3.65417086,1.28E-13,3.113833243,-2.44E-14,-2.001649519,-0.267242088
1.695,0.176814159,12.51439528,0.667256637,11.97569322,3.674896755,4.527492625,3.360115929,0,1.95,0,0.987,0.1855,2.2466,0,1.5097,8.5079,2.86,0,2.8173,0,3.56736,3.48E-07,3.9622,0,5.0171,5.5329,-26884.02724,-20.82189877,1.822833215,6.82E-05,1.994757482,0,2.04660053,1.815769737,2.314998019,0,-3.052503885,-2.088982791,3.653748572,1.54E-13,3.113545828,-2.93E-14,-2.059585856,-0.272957878
1.7,0.178303167,12.55128959,0.67321267,12.01821267,3.675723982,4.539570136,3.359715882,0,1.95,0,0.9783,0.1887,2.2463,0,1.5074,8.5398,2.86,0,2.8173,0,3.56736,3.48E-07,3.9622,0,5.0253,5.5403,-27445.86166,-21.25694456,1.822781394,6.76E-05,1.994730166,0,2.064039519,1.821456148,2.332716167,0,-3.131823634,-2.135702561,3.653329513,1.82E-13,3.113260617,-3.47E-14,-2.118241052,-0.278761006
1.705,0.179783442,12.58796752,0.679133769,12.06048274,3.676546357,4.55157681,3.359318182,0,1.95,0,0.9695,0.1919,2.2459,0,1.5053,8.5716,2.86,0,2.8173,0,3.56736,3.48E-07,3.9622,0,5.0334,5.5476,-28015.46865,-21.69800843,1.822713106,6.69E-05,1.994695498,0,2.083195279,1.825902754,2.351073054,0,-3.212147031,-2.183155731,3.652913597,2.13E-13,3.112977552,-4.05E-14,-2.177620315,-0.28465217
1.71,0.181255061,12.62443095,0.685020243,12.10250562,3.677363923,4.56351327,3.358922807,0,1.95,0,0.9606,0.1952,2.2456,0,1.5033,8.6035,2.86,0,2.8173,0,3.56736,3.46E-07,3.9622,0,5.0415,5.555,-28592.90162,-22.1451317,1.822648918,6.71E-05,1.994661419,0,2.103321378,1.829312446,2.370079714,0,-3.293481355,-2.231348235,3.652500735,2.46E-13,3.112696573,-4.68E-14,-2.237728852,-0.290632068
1.715,0.182718098,12.66068177,0.690872393,12.14428347,3.678176721,4.57538013,3.358529738,0,1.95,0,0.9517,0.1986,2.2453,0,1.5013,8.6352,2.86,0,2.8173,0,3.56736,3.43E-07,3.9622,0,5.0496,5.5624,-29178.21396,-22.59835574,1.822584084,6.64E-05,1.994628286,0,2.123671382,1.831889218,2.389747181,0,-3.375833885,-2.280286007,3.652090837,2.81E-13,3.112417622,-5.35E-14,-2.298571873,-0.296701397
1.72,0.18417263,12.69672182,0.696690519,12.18581843,3.678984794,4.587177996,3.358138953,0,1.95,0,0.9428,0.202,2.245,0,1.4994,8.667,2.86,0,2.8173,0,3.56736,3.39E-07,3.9622,0,5.0577,5.5697,-29771.45906,-23.05772186,1.822520687,6.59E-05,1.994596161,0,2.143498862,1.833837065,2.410086491,0,-3.459211899,-2.329974982,3.651683816,3.19E-13,3.11214064,-6.07E-14,-2.360154585,-0.302860854
1.725,0.185618729,12.73255295,0.702474916,12.2271126,3.679788183,4.598907469,3.357750435,0,1.95,0,0.9337,0.2056,2.2446,0,1.4975,8.6987,2.86,0,2.8173,0,3.56736,3.35E-07,3.9622,0,5.0658,5.5771,-30372.69032,-23.52327141,1.822457874,6.61E-05,1.994564599,0,2.162057384,1.83535998,2.431108677,0,-3.543622675,-2.380421094,3.651279582,3.60E-13,3.111865568,-6.85E-14,-2.422482196,-0.309111136
