wl,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,n44
1.14,0.061966374,8.248825292,0.305146199,7.587130848,3.619539474,3.58878655,3.450453509,0,1.95,0,1.6344,0.0393,2.2765,0.3129,2.13,4.9352,3.0597,0.0464,2.9308,0.0602,3.56736,0.000291637,3.9622,0,4.014,4.642,-333.0618968,-0.260988484,1.834579706,0.000144369,2.001576414,0,2.384362627,0.927747437,2.010600047,0,1.217433217,-0.072541755,3.744046847,-8.04E-12,3.174637158,1.53E-12,1.169722843,-0.012771816
1.145,0.063944687,8.289697234,0.308311499,7.626499272,3.623100437,3.589577875,3.448905677,0,1.95,0,1.6304,0.0399,2.2757,0.3107,2.1189,4.9678,3.0589,0.0429,2.926,0.0587,3.56736,0.000257739,3.9622,0,4.0241,4.6508,-364.043509,-0.284997254,1.834400789,0.000143149,2.001465203,0,2.39183699,0.933262265,2.011561891,0,1.204276208,-0.074739836,3.742520718,-9.00E-12,3.17361225,1.71E-12,1.159066098,-0.013137575
1.15,0.065905797,8.330213768,0.311449275,7.665525362,3.626630435,3.590362319,3.447371304,0,1.95,0,1.6264,0.0404,2.275,0.3085,2.108,5.0003,3.0578,0.0394,2.9214,0.0568,3.56736,0.000228266,3.9622,0,4.0342,4.6596,-396.870852,-0.310435364,1.834235789,0.000142252,2.001362093,0,2.399528994,0.938196733,2.012529454,0,1.190923447,-0.077012643,3.741017574,-9.04E-12,3.172602491,1.72E-12,1.148263374,-0.013513966
1.155,0.067849928,8.370379509,0.314559885,7.704213564,3.63012987,3.591139971,3.445850216,0,1.95,0,1.6224,0.0409,2.2743,0.3061,2.0973,5.0327,3.0565,0.036,2.917,0.0549,3.56736,0.000202942,3.9622,0,4.0443,4.6683,-431.5973211,-0.337344153,1.834077364,0.000141499,2.001264796,0,2.406521802,0.94276053,2.013389887,0,1.177367657,-0.07936611,3.739536964,-8.33E-12,3.171607591,1.59E-12,1.137309465,-0.013901686
1.16,0.069777299,8.410198994,0.317643678,7.742568247,3.633599138,3.59191092,3.444342241,0,1.95,0,1.6183,0.0415,2.2735,0.3037,2.0869,5.065,3.0551,0.0327,2.9128,0.0531,3.56736,0.000180834,3.9622,0,4.0543,4.677,-468.2763113,-0.365764962,1.833884825,0.000139484,2.001145757,0,2.412801941,0.947181353,2.014031757,0,1.163601559,-0.081806172,3.738078436,-7.08E-12,3.170627258,1.35E-12,1.126199162,-0.014301432
1.165,0.071688126,8.449676681,0.320701001,7.780593705,3.637038627,3.59267525,3.44284721,0,1.95,0,1.6143,0.0421,2.2728,0.3012,2.0766,5.0973,3.0536,0.0296,2.9087,0.0516,3.56736,0.000161287,3.9622,0,4.0644,4.6857,-506.9612175,-0.39573913,1.833723119,0.000138218,2.001044776,0,2.418438762,0.951686899,2.014408905,0,1.149617875,-0.084338762,3.736641538,-5.45E-12,3.169661201,1.04E-12,1.114927257,-0.014713902
1.17,0.073582621,8.488816952,0.323732194,7.81829416,3.640448718,3.593433048,3.441364957,0,1.95,0,1.6102,0.0426,2.2722,0.2986,2.0665,5.1295,3.0523,0.0267,2.9046,0.0505,3.56736,0.0001439,3.9622,0,4.0744,4.6944,-547.7054348,-0.427307997,1.83354023,0.000137234,2.000931395,0,2.423501618,0.956504868,2.014566446,0,1.135409326,-0.086969814,3.735225818,-3.64E-12,3.168709128,6.93E-13,1.103488542,-0.015139794
1.175,0.075460993,8.527624113,0.326737589,7.855673759,3.643829787,3.594184397,3.439895319,0,1.95,0,1.606,0.0432,2.2716,0.2959,2.0566,5.1617,3.0511,0.0241,2.9004,0.05,3.56736,0.000129296,3.9622,0,4.0843,4.7031,-590.5623583,-0.460512904,1.83338545,0.000136256,2.000835998,0,2.42805986,0.961862958,2.014556294,0,1.120968635,-0.089705262,3.733830824,-1.84E-12,3.167770749,3.50E-13,1.091877809,-0.015579803
1.18,0.077323446,8.566102401,0.329717514,7.892736582,3.647182203,3.594929379,3.438438136,0,1.95,0,1.6019,0.0438,2.271,0.293,2.0468,5.1938,3.0503,0.022,2.896,0.0498,3.56736,0.0001169,3.9622,0,4.0943,4.7117,-635.5853829,-0.49539519,1.833209987,0.000135289,2.000728996,0,2.43218284,0.967951491,2.014430361,0,1.106288523,-0.09255104,3.732456104,-2.28E-13,3.166845772,4.34E-14,1.08008985,-0.016034629
1.185,0.079170183,8.604255977,0.332672293,7.929486639,3.650506329,3.595668073,3.437089451,0,1.95,0,1.5977,0.0444,2.2706,0.29,2.0373,5.2259,3.05,0.0202,2.8912,0.0464,3.56736,0.000105977,3.9622,0,4.1042,4.7204,-682.8279037,-0.531996195,1.833059788,0.000133555,2.00063656,0,2.435939911,0.974800539,2.014240562,0,1.091361711,-0.095513083,3.731101217,1.03E-12,3.165933913,-1.96E-13,1.068119457,-0.016504968
1.19,0.081001401,8.642088936,0.335602241,7.965927871,3.653802521,3.59640056,3.435762185,0,1.95,0,1.5935,0.045,2.2703,0.2869,2.0278,5.258,3.0502,0.0188,2.8866,0.0429,3.56736,9.61E-05,3.9622,0,4.1142,4.729,-732.3433158,-0.570357259,1.832896358,0.00013224,2.000535839,0,2.439400422,0.982397225,2.014038809,0,1.076180921,-0.098597324,3.729765788,1.92E-12,3.165034929,-3.66E-13,1.055961422,-0.016991517
1.195,0.082817294,8.6796053,0.338507671,8.002064156,3.65707113,3.597126918,3.434446025,0,1.95,0,1.5893,0.0456,2.2701,0.2835,2.0185,5.2901,3.0508,0.0177,2.8827,0.0394,3.56736,8.74E-05,3.9622,0,4.124,4.7376,-784.1850141,-0.610519723,1.832718013,0.000131167,2.000426388,0,2.442620851,0.99064913,2.013877016,0,1.060738874,-0.101809697,3.728449468,2.49E-12,3.164148599,-4.73E-13,1.043610537,-0.017494974
1.2,0.084618056,8.716809028,0.341388889,8.037899306,3.6603125,3.597847222,3.433140833,0,1.95,0,1.585,0.0462,2.27,0.28,2.0094,5.3222,3.0518,0.0166,2.88,0.036,3.56736,8.02E-05,3.9622,0,4.1339,4.7462,-838.4063936,-0.652524925,1.832581083,0.000130279,2.000341999,0,2.445589074,0.99900389,2.013805632,0,1.045028293,-0.105156136,3.727151911,2.77E-12,3.163274699,-5.27E-13,1.031061594,-0.018016036
1.205,0.086403873,8.753704011,0.344246196,8.073437068,3.663526971,3.598561549,3.431846473,0,1.95,0,1.5808,0.0468,2.27,0.2761,2.0004,5.3543,3.053,0.0157,2.8783,0.0327,3.56736,7.37E-05,3.9622,0,4.1438,4.7548,-895.0608496,-0.696414206,1.832426214,0.000129287,2.000247756,0,2.448270218,1.006744198,2.013835198,0,1.0290419,-0.108642576,3.725872768,2.81E-12,3.162413003,-5.34E-13,1.018309385,-0.018555401
1.21,0.088174931,8.790294077,0.34707989,8.108681129,3.666714876,3.599269972,3.43056281,0,1.95,0,1.5765,0.0474,2.27,0.2716,1.9914,5.3864,3.0544,0.0148,2.877,0.0296,3.56736,6.72E-05,3.9622,0,4.1536,4.7634,-954.2017768,-0.742228907,1.832257688,0.000128188,2.000145551,0,2.450629394,1.013152535,2.013932547,0,1.012772414,-0.11227495,3.72461169,2.65E-12,3.161563291,-5.05E-13,1.005348702,-0.019113766
1.215,0.089931413,8.82658299,0.349890261,8.143635117,3.669876543,3.599972565,3.429289712,0,1.95,0,1.5722,0.0481,2.27,0.2666,1.9826,5.4186,3.0558,0.014,2.8759,0.0267,3.56736,6.08E-05,3.9622,0,4.1634,4.7719,-1015.88257,-0.790010366,1.832127504,0.00012733,2.00006533,0,2.452631714,1.017511384,2.014062284,0,0.99621256,-0.116059192,3.723368331,2.34E-12,3.160725337,-4.45E-13,0.992174337,-0.019691827
1.22,0.091235813,8.867298865,0.352471627,8.187450189,3.670617907,3.60741488,3.428027049,0,1.95,0,1.5678,0.0487,2.27,0.261,1.974,5.4508,3.0571,0.0132,2.875,0.0241,3.56736,5.47E-05,3.9622,0,4.1732,4.7805,-1080.156625,-0.839799923,1.831983801,0.000126368,1.999978125,0,2.454241973,1.019116215,2.014189014,0,0.979355057,-0.120001236,3.722142341,1.92E-12,3.159898918,-3.65E-13,0.978781082,-0.020290283
1.225,0.092511774,8.907874411,0.355023548,8.231279435,3.671255887,3.615070644,3.426774694,0,1.95,0,1.5634,0.0493,2.27,0.2551,1.9653,5.483,3.0583,0.0125,2.8741,0.022,3.56736,4.91E-05,3.9622,0,4.1829,4.789,-1147.077337,-0.89163892,1.831827138,0.000125313,1.999882887,0,2.455380376,1.018805653,2.014277342,0,0.962192627,-0.124107016,3.720933374,1.43E-12,3.15908381,-2.72E-13,0.965163729,-0.020909831
1.23,0.093777361,8.948120075,0.357554722,8.274752345,3.67188868,3.622664165,3.42553252,0,1.95,0,1.559,0.05,2.27,0.2488,1.9568,5.5153,3.0593,0.0116,2.8733,0.0202,3.56736,4.38E-05,3.9622,0,4.1926,4.7975,-1216.6981,-0.945568695,1.831676754,0.000124287,1.999793071,0,2.455876902,1.020242073,2.014291872,0,0.944717993,-0.128382467,3.71974108,9.17E-13,3.158279791,-1.74E-13,0.951317069,-0.021551169
1.235,0.0950327,8.988039863,0.3600654,8.317873248,3.67251635,3.630196201,3.424300405,0,1.95,0,1.5546,0.0507,2.27,0.2422,1.9484,5.5476,3.0599,0.0107,2.8723,0.0188,3.56736,3.91E-05,3.9622,0,4.2023,4.806,-1289.072309,-1.001630588,1.831528948,0.000123265,1.999702496,0,2.455550635,1.024876834,2.01419721,0,0.926923876,-0.132833522,3.718565113,4.21E-13,3.157486636,-8.02E-14,0.937235896,-0.022214992
1.24,0.096277916,9.027637717,0.362555831,8.360646402,3.673138958,3.637667494,3.42308871,0,1.95,0,1.5501,0.0514,2.27,0.2353,1.94,5.58,3.06,0.0097,2.8713,0.0177,3.56736,3.48E-05,3.9622,0,4.212,4.8145,-1364.25336,-1.05986594,1.831384661,0.000122252,1.999614454,0,2.454220662,1.032096141,2.013957961,0,0.908802997,-0.137466115,3.717405124,-1.25E-14,3.156704122,2.38E-15,0.922915,-0.022902
1.245,0.097513129,9.066917516,0.365026259,8.403075996,3.673756565,3.645078777,3.421980723,0,1.95,0,1.5456,0.052,2.27,0.2282,1.9316,5.6125,3.0595,0.0085,2.87,0.0166,3.56736,3.12E-05,3.9622,0,4.2217,4.8229,-1442.294648,-1.120316091,1.831242756,0.000121247,1.999528935,0,2.45170607,1.041226902,2.013541643,0,0.890348078,-0.14228618,3.716260783,-3.52E-13,3.155932035,6.69E-14,0.908349174,-0.023612889
1.25,0.098738462,9.105883077,0.367476923,8.445166154,3.674369231,3.652430769,3.4208816,0,1.95,0,1.5411,0.0527,2.27,0.2209,1.9232,5.6449,3.0586,0.0071,2.8684,0.0157,3.56736,2.80E-05,3.9622,0,4.2313,4.8314,-1523.249567,-1.18302238,1.831102842,0.000120249,1.999444894,0,2.447825943,1.051596019,2.01295489,0,0.871551842,-0.147299652,3.715131819,-5.98E-13,3.155170199,1.14E-13,0.89353321,-0.024348356
1.255,0.09995403,9.144538155,0.36990806,8.486920932,3.674977015,3.65972418,3.419791235,0,1.95,0,1.5366,0.0534,2.27,0.2135,1.9147,5.6774,3.0571,0.0057,2.8665,0.0148,3.56736,2.53E-05,3.9622,0,4.241,4.8398,-1607.171513,-1.248026147,1.830965819,0.000119263,1.999362579,0,2.442399367,1.062530399,2.012232309,0,0.852407008,-0.152512464,3.71401798,-7.61E-13,3.154418443,1.45E-13,0.8784619,-0.025109099
1.26,0.101159951,9.182886447,0.372319902,8.528344322,3.675579976,3.666959707,3.418709524,0,1.95,0,1.532,0.0542,2.27,0.206,1.9063,5.7099,3.0551,0.0042,2.8644,0.014,3.56736,2.28E-05,3.9622,0,4.2506,4.8482,-1694.11388,-1.315368733,1.830831816,0.000118272,1.999281788,0,2.43524543,1.073356946,2.011409113,0,0.8329063,-0.15793055,3.712919011,-8.50E-13,3.153676599,1.62E-13,0.863130036,-0.025895816
1.265,0.102356339,9.22093159,0.374712679,8.569440255,3.67617817,3.674138036,3.417636364,0,1.95,0,1.5274,0.0549,2.27,0.1985,1.8978,5.7424,3.0526,0.0028,2.8621,0.0132,3.56736,2.05E-05,3.9622,0,4.2602,4.8567,-1784.130065,-1.385091477,1.83070063,0.000117337,1.999202905,0,2.426241012,1.083455473,2.010520516,0,0.813042438,-0.163559844,3.711834656,-8.77E-13,3.152944497,1.67E-13,0.84753241,-0.026709202
1.27,0.103543307,9.258677165,0.377086614,8.610212598,3.676771654,3.681259843,3.416571654,0,1.95,0,1.5228,0.0556,2.27,0.191,1.8893,5.7749,3.0497,0.0016,2.8598,0.0125,3.56736,1.85E-05,3.9622,0,4.2697,4.865,-1877.27346,-1.457235719,1.830569081,0.000116221,1.999124362,0,2.415887233,1.092672529,2.009601731,0,0.792808145,-0.169406281,3.710764662,-8.50E-13,3.152221969,1.62E-13,0.831663814,-0.027549957
1.275,0.104720965,9.296126697,0.379441931,8.650665158,3.677360483,3.688325792,3.415515294,0,1.95,0,1.5182,0.0564,2.27,0.1837,1.8809,5.8075,3.0465,0.0007,2.8575,0.0116,3.56736,1.67E-05,3.9622,0,4.2792,4.8734,-1973.597463,-1.531842798,1.830448447,0.000116072,1.999052019,0,2.405066424,1.101097657,2.008687491,0,0.772196142,-0.175475794,3.709708773,-7.80E-13,3.151508845,1.48E-13,0.815519039,-0.028418777
1.28,0.105889423,9.333283654,0.381778846,8.690801683,3.677944712,3.695336538,3.414467188,0,1.95,0,1.5135,0.0571,2.27,0.1765,1.8725,5.84,3.0429,0.0001,2.8553,0.0107,3.56736,1.52E-05,3.9622,0,4.2888,4.8818,-2073.155467,-1.608954056,1.83029267,0.000115271,1.998959969,0,2.394666369,1.108822491,2.007804757,0,0.751199151,-0.181774317,3.708666736,-6.76E-13,3.150804957,1.29E-13,0.799092878,-0.02931636
1.285,0.107048788,9.370151452,0.384097576,8.730625861,3.678524394,3.702292727,3.413427237,0,1.95,0,1.5088,0.0579,2.27,0.1694,1.8642,5.8726,3.0387,0,2.8532,0.0097,3.56736,1.39E-05,3.9622,0,4.2983,4.8901,-2176.000869,-1.688610832,1.830161421,0.000114207,1.998882908,0,2.385574851,1.115938661,2.006974214,0,0.729809892,-0.188307784,3.707638295,-5.49E-13,3.150110134,1.04E-13,0.782380123,-0.030243402
1.29,0.108199165,9.406733453,0.38639833,8.770141324,3.679099583,3.709194991,3.412395349,0,1.95,0,1.504,0.0586,2.27,0.1626,1.8559,5.9052,3.0307,0,2.8513,0.0085,3.56736,1.27E-05,3.9622,0,4.3077,4.8985,-2282.187062,-1.770854466,1.83004317,0.000113306,1.998811955,0,2.378679654,1.122537802,2.006216363,0,0.708021089,-0.19508213,3.706623196,-4.08E-13,3.149424208,7.76E-14,0.765375566,-0.031200601
1.295,0.109340659,9.443032967,0.388681319,8.809351648,3.67967033,3.716043956,3.411371429,0,1.95,0,1.4993,0.0594,2.27,0.1561,1.8478,5.9378,3.019,0,2.8497,0.0071,3.56736,1.17E-05,3.9622,0,4.3172,4.9068,-2391.767442,-1.855726298,1.829930392,0.000112401,1.998744568,0,2.374852728,1.128711545,2.005551709,0,0.685825462,-0.202103288,3.705621184,-2.63E-13,3.14874701,5.01E-14,0.748073998,-0.032188656
1.3,0.110473373,9.479053254,0.390946746,8.848260355,3.680236686,3.722840237,3.410355385,0,1.95,0,1.4945,0.0602,2.27,0.15,1.8397,5.9704,3.0057,0,2.8483,0.0057,3.56736,1.08E-05,3.9622,0,4.3266,4.9151,-2504.795404,-1.943267667,1.82978703,0.000111283,1.998658918,0,2.374257518,1.134551522,2.005000754,0,0.663215734,-0.209377192,3.704632006,-1.25E-13,3.148078371,2.37E-14,0.730470213,-0.033208262
1.305,0.111597406,9.514797524,0.393194813,8.886870911,3.680798703,3.729584439,3.409350575,0,1.95,0,1.4896,0.061,2.27,0.144,1.8318,6.003,2.9927,0,2.847,0.0042,3.56736,1.01E-05,3.9622,0,4.336,4.9234,-2621.324342,-2.033519915,1.829661394,0.000110151,1.9985828,0,2.376079373,1.140149368,2.004584,0,0.640184625,-0.216909776,3.703655405,-2.22E-15,3.147418121,4.22E-16,0.712559001,-0.034260117
1.31,0.11271286,9.550268937,0.395425719,8.925186729,3.68135643,3.736277158,3.408415267,0,1.95,0,1.4848,0.0618,2.2698,0.1378,1.824,6.0356,2.9808,0,2.8458,0.0028,3.56736,9.41E-06,3.9622,0,4.3454,4.9317,-2741.407653,-2.126524379,1.829559553,0.000110082,1.998523095,0,2.379432131,1.145596712,2.004312981,0,0.616724858,-0.224706975,3.70269114,9.62E-14,3.146766099,-1.83E-14,0.694335155,-0.035344919
1.315,0.11381983,9.585470605,0.397639661,8.963211173,3.681909915,3.742918982,3.407487072,0,1.95,0,1.4799,0.0627,2.2696,0.1315,1.8164,6.0682,2.9687,0,2.8447,0.0016,3.56736,8.87E-06,3.9622,0,4.3548,4.94,-2865.098731,-2.222322402,1.829421113,0.000109339,1.998443504,0,2.383429626,1.150987943,2.004170114,0,0.592829154,-0.232774722,3.701739014,1.71E-13,3.146122177,-3.25E-14,0.675793466,-0.036463364
1.32,0.114918415,9.620405594,0.39983683,9.000947552,3.682459207,3.74951049,3.406565909,0,1.95,0,1.475,0.0635,2.2693,0.1252,1.8089,6.1008,2.9563,0,2.8436,0.0007,3.56736,8.41E-06,3.9622,0,4.3642,4.9482,-2992.450971,-2.320955322,1.829307897,0.000108322,1.998376168,0,2.387185693,1.156446873,2.004131915,0,0.568490235,-0.241118951,3.700798846,2.23E-13,3.145486236,-4.25E-14,0.656928727,-0.037616151
1.325,0.116008708,9.655076923,0.402017417,9.038399129,3.683004354,3.75605225,3.405651698,0,1.95,0,1.47,0.0644,2.2689,0.1188,1.8017,6.1335,2.9432,0,2.8425,0.0001,3.56736,7.99E-06,3.9622,0,4.3735,4.9564,-3123.517767,-2.422464479,1.82917727,0.000107283,1.998298723,0,2.389814169,1.162115143,2.0041749,0,0.543700822,-0.249745596,3.699870451,2.57E-13,3.144858157,-4.88E-14,0.63773573,-0.038803977
1.33,0.117090804,9.689487565,0.404181608,9.075569115,3.683545402,3.762544824,3.404744361,0,1.95,0,1.465,0.0652,2.2685,0.1124,1.7946,6.1661,2.9289,0,2.8412,0,3.56736,7.61E-06,3.9622,0,4.3828,4.9647,-3258.352516,-2.526891214,1.829067834,0.00010618,1.998234659,0,2.390428889,1.168134645,2.004275583,0,0.518453638,-0.258660592,3.698953648,2.73E-13,3.14423782,-5.19E-14,0.618209267,-0.040027538
1.335,0.118164794,9.723640449,0.406329588,9.112460674,3.684082397,3.768988764,3.40384382,0,1.95,0,1.46,0.0661,2.268,0.1061,1.7877,6.1988,2.9146,0,2.8399,0,3.56736,7.25E-06,3.9622,0,4.3921,4.9729,-3397.008612,-2.634276866,1.82894182,0.00010602,1.998161064,0,2.388205504,1.174647268,2.004410481,0,0.492741403,-0.267869872,3.698048254,2.74E-13,3.143625107,-5.21E-14,0.59834413,-0.041287533
1.34,0.119230769,9.757538462,0.408461538,9.149076923,3.684615385,3.775384615,3.40295,0,1.95,0,1.455,0.067,2.2674,0.0998,1.7811,6.2315,2.9018,0,2.8384,0,3.56736,6.88E-06,3.9622,0,4.4014,4.9811,-3539.539451,-2.744662775,1.828836957,0.000105429,1.998097949,0,2.382982212,1.181794904,2.004556109,0,0.466556839,-0.27737937,3.697154085,2.62E-13,3.143019898,-4.99E-14,0.57813511,-0.042584658
1.345,0.120288819,9.791184444,0.410577638,9.185420932,3.685144409,3.781732914,3.402062825,0,1.95,0,1.4499,0.0679,2.2669,0.0935,1.7747,6.2642,2.8906,0,2.8368,0,3.56736,6.52E-06,3.9622,0,4.4107,4.9893,-3685.998426,-2.858090282,1.828715257,0.00010429,1.998028183,0,2.374999473,1.189684623,2.004689637,0,0.439892669,-0.28719502,3.696270961,2.41E-13,3.142422073,-4.58E-14,0.557577,-0.043919611
1.35,0.121339031,9.824581197,0.412678063,9.221495726,3.685669516,3.788034188,3.401182222,0,1.95,0,1.4448,0.0688,2.2662,0.0874,1.7686,6.2968,2.8799,0,2.8351,0,3.56736,6.14E-06,3.9622,0,4.4199,4.9975,-3836.438934,-2.974600726,1.828610249,0.000103213,1.997967852,0,2.364503407,1.198206701,2.004797024,0,0.412741613,-0.297322757,3.695398697,2.11E-13,3.141831514,-4.01E-14,0.536664591,-0.04529309
1.355,0.122381493,9.857731479,0.414762986,9.257304286,3.686190747,3.794288958,3.400308118,0,1.95,0,1.4396,0.0697,2.2656,0.0815,1.7628,6.3295,2.8719,0,2.8333,0,3.56736,5.72E-06,3.9622,0,4.4291,5.0056,-3990.914368,-3.094235447,1.828500633,0.000103049,1.997903212,0,2.351740131,1.207168114,2.004870512,0,0.385096393,-0.307768514,3.694537111,1.75E-13,3.141248102,-3.32E-14,0.515392676,-0.046705791
1.36,0.12341629,9.890638009,0.416832579,9.292849548,3.686708145,3.800497738,3.399440441,0,1.95,0,1.4345,0.0706,2.265,0.0757,1.7572,6.3622,2.8682,0,2.8314,0,3.56736,5.26E-06,3.9622,0,4.4383,5.0138,-4149.478125,-3.217035784,1.828370692,0.000102279,1.99782815,0,2.336999364,1.216375666,2.004902484,0,0.356949732,-0.318538225,3.69368602,1.35E-13,3.140671717,-2.57E-14,0.493756047,-0.048158412
1.365,0.124443505,9.923303466,0.41888701,9.328134404,3.687221753,3.806661031,3.398579121,0,1.95,0,1.4292,0.0716,2.2643,0.0702,1.752,6.3949,2.8653,0,2.8296,0,3.56736,4.85E-06,3.9622,0,4.4475,5.0219,-4312.1836,-3.343043079,1.828275569,0.000101163,1.997772123,0,2.321019628,1.225636159,2.004885317,0,0.32829435,-0.329637825,3.692845242,9.41E-14,3.14010224,-1.79E-14,0.471749496,-0.04965165
1.37,0.125463223,9.955730488,0.420926446,9.363161707,3.687731611,3.812779337,3.397724088,0,1.95,0,1.424,0.0726,2.2636,0.0649,1.7471,6.4277,2.863,0,2.8277,0,3.56736,4.54E-06,3.9622,0,4.4567,5.03,-4479.084187,-3.472298671,1.828169224,0.000101054,1.997710441,0,2.304803628,1.234756397,2.004811392,0,0.299122969,-0.341073247,3.692014594,5.41E-14,3.139539552,-1.03E-14,0.449367814,-0.051186203
1.375,0.126475524,9.987921678,0.422951049,9.397934266,3.688237762,3.818853147,3.396875273,0,1.95,0,1.4187,0.0735,2.263,0.0599,1.7426,6.4604,2.8612,0,2.826,0,3.56736,4.29E-06,3.9622,0,4.4658,5.0381,-4650.233281,-3.6048439,1.828045459,0.000100295,1.997639435,0,2.28935746,1.243543183,2.004673089,0,0.269428311,-0.352850425,3.691193894,1.72E-14,3.138983533,-3.27E-15,0.426605793,-0.052762768
1.38,0.127480491,10.0198796,0.424960981,9.432454849,3.688740245,3.824882943,3.396072464,0,1.95,0,1.4134,0.0745,2.2623,0.0551,1.7384,6.4931,2.8602,0,2.8243,0,3.56736,4.05E-06,3.9622,0,4.4749,5.0462,-4825.684277,-3.740720105,1.827955562,9.92E-05,1.997588138,0,2.275639509,1.251803321,2.004463647,0,0.239203097,-0.364975293,3.690382959,-1.43E-14,3.138434066,2.73E-15,0.403458227,-0.054382042
1.385,0.1284782,10.05160678,0.426956401,9.466726187,3.6892391,3.830869203,3.39530722,0,1.95,0,1.408,0.0755,2.2617,0.0508,1.7345,6.5259,2.86,0,2.8228,0,3.56736,3.80E-06,3.9622,0,4.4841,5.0543,-5005.490571,-3.879968627,1.827854653,9.90E-05,1.997528309,0,2.26390784,1.259432211,2.004186866,0,0.20844005,-0.377453786,3.689581627,-3.96E-14,3.137891043,7.53E-15,0.379919906,-0.056044722
1.39,0.129468733,10.0831057,0.428937465,9.500750968,3.689734366,3.836812396,3.394547482,0,1.95,0,1.4026,0.0766,2.2611,0.0468,1.731,6.5587,2.8609,0,2.8214,0,3.56736,3.56E-06,3.9622,0,4.4932,5.0624,-5189.705558,-4.022630806,1.827739466,9.84E-05,1.997462032,0,2.253888301,1.267242812,2.003853648,0,0.17713189,-0.390291837,3.68878976,-5.90E-14,3.137354371,1.12E-14,0.355985622,-0.057751507
1.395,0.130244922,10.1214307,0.431591995,9.539708184,3.689632616,3.845755675,3.39379319,0,1.95,0,1.3972,0.0776,2.2605,0.0432,1.7278,6.5916,2.8625,0,2.8202,0,3.56736,3.33E-06,3.9622,0,4.5022,5.0704,-5378.382632,-4.168747982,1.827629784,9.72E-05,1.997398162,0,2.245293435,1.276590718,2.003475028,0,0.14527134,-0.40349538,3.688007217,-7.31E-14,3.136823959,1.39E-14,0.331650168,-0.059503093
1.4,0.13077381,10.16770833,0.435029762,9.584425595,3.688839286,3.858184524,3.393044286,0,1.95,0,1.3917,0.0786,2.26,0.04,1.7248,6.6245,2.8646,0,2.8192,0,3.56736,3.13E-06,3.9622,0,4.5113,5.0785,-5571.575188,-4.318361494,1.827518544,9.70E-05,1.997335326,0,2.23783579,1.288838587,2.003062041,0,0.112851121,-0.41707035,3.687233859,-8.23E-14,3.136299713,1.57E-14,0.306908336,-0.061300177
1.405,0.131298932,10.21365658,0.43844306,9.628824733,3.688051601,3.870524911,3.392300712,0,1.95,0,1.3862,0.0797,2.2595,0.0371,1.7219,6.6575,2.8667,0,2.8182,0,3.56736,2.95E-06,3.9622,0,4.5203,5.0865,-5769.336622,-4.471512682,1.827436514,9.65E-05,1.997288522,0,2.231227911,1.305349078,2.002625721,0,0.079863955,-0.431022679,3.686469548,-8.72E-14,3.135781541,1.66E-14,0.281754917,-0.063143458
1.41,0.131820331,10.25927896,0.441832151,9.672908983,3.687269504,3.882777778,3.391562411,0,1.95,0,1.3807,0.0808,2.2589,0.0341,1.7191,6.6904,2.8685,0,2.8172,0,3.56736,2.78E-06,3.9622,0,4.5293,5.0945,-5971.720329,-4.628242887,1.827344485,9.53E-05,1.99723647,0,2.225182343,1.327394129,2.002177102,0,0.046302563,-0.445358303,3.685714145,-8.82E-14,3.13526935,1.68E-14,0.256184704,-0.065033632
1.415,0.132338045,10.30457892,0.445197291,9.716681684,3.686492933,3.894944052,3.390829329,0,1.95,0,1.3752,0.0819,2.2583,0.0312,1.7164,6.7233,2.8697,0,2.8162,0,3.56736,2.61E-06,3.9622,0,4.5383,5.1026,-6178.779703,-4.788593448,1.827237509,9.50E-05,1.997174117,0,2.219411618,1.35230046,2.00172722,0,0.012159667,-0.460083156,3.684967509,-8.59E-14,3.134763048,1.63E-14,0.230192488,-0.066971396
1.42,0.132852113,10.34955986,0.448538732,9.760146127,3.685721831,3.907024648,3.390101408,0,1.95,0,1.3696,0.083,2.2577,0.0283,1.7136,6.7562,2.8699,0,2.8153,0,3.56736,2.42E-06,3.9622,0,4.5473,5.1106,-6390.56814,-4.952605706,1.827136619,9.45E-05,1.9971172,0,2.213586763,1.372044252,2.001287108,0,-0.022572011,-0.47520317,3.684229503,-8.07E-14,3.134262543,1.54E-14,0.203773062,-0.068957448
