wl,n1,n2
1.0680 ,3.338229672,1.14E-35
1.0690 ,3.33801089,2.43E-36
1.0700 ,3.33779242,1.19E-35
1.0710 ,3.337574268,1.75E-35
1.0720 ,3.337356439,1.98E-35
1.0730 ,3.337138938,1.95E-35
1.0740 ,3.336921769,1.71E-35
1.0750 ,3.336704939,1.34E-35
1.0760 ,3.336488451,8.92E-36
1.0770 ,3.336272311,4.36E-36
1.0780 ,3.336056524,3.47E-37
1.0790 ,3.335841095,2.59E-36
1.0800 ,3.335626028,4.43E-36
1.0810 ,3.33541133,5.34E-36
1.0820 ,3.335197004,5.49E-36
1.0830 ,3.334983056,5.04E-36
1.0840 ,3.33476949,4.17E-36
1.0850 ,3.334556313,3.02E-36
1.0860 ,3.334343528,1.78E-36
1.0870 ,3.334131141,6.05E-37
1.0880 ,3.333919157,3.42E-37
1.0890 ,3.333707581,9.82E-37
1.0900 ,3.333496417,1.35E-36
1.0910 ,3.333285671,1.50E-36
1.0920 ,3.333075348,1.46E-36
1.0930 ,3.332865453,1.28E-36
1.0940 ,3.33265599,1.01E-36
1.0950 ,3.332446965,6.82E-37
1.0960 ,3.332238383,3.49E-37
1.0970 ,3.332030249,5.15E-38
1.0980 ,3.331822567,1.72E-37
1.0990 ,3.331615343,3.17E-37
1.1000 ,3.331408582,3.94E-37
1.1010 ,3.331202289,4.15E-37
1.1020 ,3.330996468,3.92E-37
1.1030 ,3.330791126,3.35E-37
1.1040 ,3.330586265,2.56E-37
1.1050 ,3.330381893,1.66E-37
1.1060 ,3.330178013,7.71E-38
1.1070 ,3.329974631,1.49E-50
1.1080 ,3.329771752,5.62E-38
1.1090 ,3.32956938,9.20E-38
1.1100 ,3.329367521,1.10E-37
1.1110 ,3.32916618,1.14E-37
1.1120 ,3.328965361,1.07E-37
1.1130 ,3.328765071,9.07E-38
